,Unnamed: 0,videoId,channelTitle,publishedAt,channelId,title,description,tags,viewCount,likeCount,commentCount,favoriteCount,kind,運動目的,運動目的2
307,589,lckb-yRDeVE,のあちゃんねる（noa channel）,2021-03-23T11:00:31Z,UCBXoOY7pBxnM3_PftAMa0Xw,【運動不足解消】久しぶりに体を動かす人向け！体力をアップさせるトレーニング【5分】 5Min Full Body Easy Workout,"最近運動不足を感じて、ダイエットを始めようとしている方必見！
いきなりハードなトレーニングをしてしまうと、
筋肉痛が酷くてしばらく運動ができなくなってしまうことありますよね😅

そうなってしまうと、せっかくやる気になっていたのに
続かないという方も多いのではないでしょうか？

まずはこのトレーニングで運動不足を解消し、続けることから初めてみましょう💪

運動が終わったらしっかりストレッチ！！
お勧めのストレッチ動画はこちらです
▶︎https://youtube.com/playlist?list=PLRZw3Tl7ytdnyuFjW-cFNXZ_dej-EqHgl

ーーーーーーーーー
目次
00:00 オープニング
00:12 インアウトスクワット
00:48 クラップジャック
01:28 フロントキック
02:08 オルタネイトランジ
02:48 ニートゥエルボー
03:28 トゥータッチ
04:08 フリクション
04:49 インアウトスクワット
05:31 ストレッチ
07:06 エンディング
ーーーーーーーーーーー

ーーーーーーーーーーーーーーーーーーーー
『食べて動いて痩せる！健康ダイエット』
をモットーにダイエットをし、6ヶ月で-18kgのダイエットに成功💐
ダイエット成功して本当に人生が変わったので運動の楽しさやダイエットの良さをもっと発信していきます！
▼Instagram
https://www.instagram.com/diet_nooa/
ーーーーーーーーーーーーーーーーーーーー

Song: Vendredi - Nothing Better (ft. ELLE)
Music provided by Vlog No Copyright Music.
Creative Commons - Attribution 3.0 Unported
Video Link: https://youtu.be/WwAWUcFONLo

お仕事のお問い合わせはこちら
https://forms.gle/tSukXZgEqnj6Lcu38

＃運動不足
＃体力アップ
＃ダイエット","['のあちゃんねる', 'ダイエット', 'ストレッチ', '筋トレ', 'マッサージ', '筋トレ女子', '運動不足', '体力アップ']",11419,163.0,3.0,0,有酸素運動,バランス型1,運動不足解消
308,590,1xSse0zUI_E,林慧亮 / uFit代表,2022-01-11T10:00:01Z,UCk769Z_Mwz_TYiHLmgA247g,運動不足解消におすすめの痩せる体操！【1日6種目ダイエット】 #shorts,"1日6種目ダイエットを毎日継続しましょう！ #shorts

今回は自宅で運動不足を解消するエクササイズ。
リモートワーク中などに活用して下さい＾＾

ハードなエクササイズで脂肪を燃やしたい方はコチラ
⬇︎
【本気で痩せるHIIT】20分で脂肪を燃やす滝汗HIITトレーニング
https://youtu.be/pH01f1y9jdk

◆関連動画
・【有酸素運動ダイエット】音を立てずに自宅で静かにできる有酸素運動ダイエット！（20分）
https://youtu.be/ofIDz9VJL5k

・立ったままできる全身の脂肪を燃やす有酸素運動！（自宅ダイエット/マットなし）【10分】
https://youtu.be/JYj43PP2HFU

・【お腹を凹ます有酸素運動】滝汗が流れる10分間のHIITトレーニングでダイエットしよう！
https://youtu.be/QFvfzs4FiyE

#運動不足解消
#体操
#有酸素運動自宅",,12560,170.0,0.0,0,有酸素運動,バランス型1,運動不足解消
309,595,A6FQnJie8So,ドランクドラゴンのバカ売れ研究所【公式】,2021-08-17T12:00:11Z,UCYetmYkSewHAxbqIOPs-DCQ,【健康習慣】お家にいながら運動不足解消！？電動サイクルマシン「足若丸」とは（ドランクドラゴンのバカ売れ研究所　公式）,"自動でクルクル！自宅でラクラク！運動不足解消マシーン！
簡単自宅トレーニングができる「足若丸」は果たしてバカ売れ認定となるのか？

【関連URL】
購入はコチラ！
★足若丸
https://item.rakuten.co.jp/bakaure-onlineshop/e0079/

【すぐに見たい方はコチラ】
00:00 本田あやのの登場
00:16 足若丸の登場
01:22 バカ売れポイントの発表
01:54 足若丸とは
03:11 専門家に足若丸について聞いてみよう！
08:04 ドランクドラゴンが足若丸を体験！
12:13 バカ売れ認定となるか？

番組概要
『ドランクドラゴンのバカ売れ研究所』番組公式HP http://www.bakaure-lab.jp/
明日売れるヒット商品やサービスを日夜研究する秘密の研究所。
果たして本日はどんなバカ売れ候補がでてくるのでしょうか。

【出演者】
（ドランクドラゴン）
鈴木拓　塚地武雅
大原実咲季
ねば～る君　納豆お兄さん
（本田兄妹）
本田ひでゆき　本田あやの
岡野陽一
（アナクロニスティック）
ホビー　長谷川巧貴
いかちゃん


【OA情報】
BS12トゥエルビ　毎週土曜日16時～16時30分


#ドランクドラゴン
#足若丸
#運動不足","['ドランクドラゴン', '鈴木拓', '塚地', 'バカ売れ研究所', '大原実咲季', '本田兄妹', 'ねばーる君', '納豆お兄さん', 'いかちゃん', '岡野陽一', 'アナクロニスティック', 'BS12']",10287,23.0,2.0,0,有酸素運動,バランス型2,トレーニング/ダイエット/健康維持/体質改善など様々に対応
310,596,8hht2tzHxrA,筋トレママ YUMI 妊娠中&産後専門フィットネストレーナー,2020-10-25T03:33:10Z,UC-IGYcGssb2nwc51PbiBe0g,【妊婦さんOK】20分で運動不足解消トレーニング！動きゆっくり｜産後ダイエット,"安定期に入ったしそろそろ運動しなきゃ！筋トレしたいけど何からしていいか分からない！という妊婦さんや、産後痛みもなくなったしそろそろ運動再開したいという産後ママさんに。ゆっくりな動きなのに20分でしっかり全身動かせるサーキットトレーニングです。

※妊娠中でもできる筋トレですが、合併症や禁忌のない妊婦さんに限ります。気分が悪くなったりお腹が張ったりした場合、直ちに終了して十分な休息をとってください。
※膝の痛みがある方はスクワットは無理しないでください。

▼このトレーニングで使うもの
・500ml～1Lのペットボトル2本
・ミニバンド（あれば）
・椅子

▼このトレーニングに含まれる筋トレ
・スクワット（バンド・スクワット）
・ショルダープレス
・アームカール（バイセップ・カール）
・ヒップアブダクション（バンド・ヒップアブダクション）

▼チャンネル登録はこちら↓
https://www.youtube.com/channel/UC-IGYcGssb2nwc51PbiBe0g?sub_confirmation=1

==========================
ママ向けLIVEオンラインクラス「The Best Shape Mama」
出産をしたことのある女性のBODYに配慮した筋トレレッスン。
1日100円でレッスン受け放題！
https://the-best-shape-mama.teachable.com/p/the-best-shape-mama/
==========================

YUMIについて↓
【インスタ】https://www.instagram.com/yumiid/
【ツイッター】https://twitter.com/you_me314
【ウェブサイト】https://yumiid.com/","['筋トレ', '筋トレビデオ', '筋トレ動画', '筋トレママ', '筋トレ女子', '筋肉女子', 'トレーニング', '筋力トレーニング', '筋肉トレーニング', '宅トレ', 'デッドバグ', '体幹', '体幹トレーニング', 'バンド', 'ミニバンド', 'レジスタンスバンド', 'バンドエクササイズ', 'バンド筋トレ', 'バンドを使ったエクササイズ', 'バンドお尻', 'バンドおしり', 'お尻', 'お尻トレーニング', 'お尻筋トレ', 'おしり筋トレ', 'お尻のトレーニング', 'お尻の筋トレ', 'ヒップアップ', '垂れ尻', '垂れ尻解消', '産後エクササイズ', '産後ダイエット', '妊娠中の筋トレ', '妊婦筋トレ', 'ヒップアブダクション', 'バンドヒップアブダクション', 'ショルダープレス', '全身エクササイズ', '20分クラス', '20分エクササイズ', 'アームカール', 'バイセップスカール', 'バイセップカール', '二の腕', 'にのうで', '二の腕エクササイズ', 'にのうでエクササイズ']",10256,140.0,4.0,0,有酸素運動,無酸素運動1,全身筋力トレーニング
311,597,fbLBXYklDKU,パーソナルフィジカルコーチ山内俊輝,2020-05-23T11:00:13Z,UCKZtxTCnBJ1kyVEnj2bfhRA,【国際カップル】朝のペアトレーニングで運動不足解消！,"#国際カップル#カップル#ワークアウト#運動不足#エクササイズ#フィットネス#公園

彼女の運動不足解消のため、近所の公園で一緒にトレーニングしました！

山内 俊輝　WTB/CTB　184cm/95kg
プロラグビー選手 (リコーブラックラムズ)
7人制ラグビー日本代表

You can follow us on Instagram!
Toshiki: https://www.instagram.com/toshikiyamauchi_/
Maruchan: https://www.instagram.com/Marmaar12/

And Spanish Channel:
https://www.youtube.com/channel/UCEthYmmRsfIY4aAtHAEL7jQ","['国際カップル', 'カップル', 'カップルトレーニング', 'カップルチャレンジ', 'ワークアウト', '公園', 'フィットネス', '運動', '外国人', '彼女']",9800,250.0,10.0,0,有酸素運動,バランス型2,トレーニング/ダイエット/健康維持/体質改善など様々に対応
312,598,jTYmUqOBaS8,北米トラックドライバーゴートさん,2023-04-08T10:13:15Z,UCR3iqGjMAAoJW3o60Rg1Dfg,長距離運転手ゴートさん　運動不足解消！　トラックストップで運動！　健康第一！,"あまり運動する機会がありませんが、久々に早く運転が終わりましたので、重い腰を上げました！😅　三日坊主のゴートさんですが、少しずつでも頑張ろうと思います✨
やはり健康第一！","['北米トラックドライバー', 'ゴート', '運動', '健康', 'トラックストップ', 'アメリカ', 'カナダ', '長距離', 'トレーラー']",9787,404.0,116.0,0,有酸素運動,バランス型2,トレーニング/ダイエット/健康維持/体質改善など様々に対応
313,599,RlUCvxcJan8,anri yoga,2021-12-27T11:00:11Z,UC52hpFHhactGyQITiGcl81w,【リラックス｜朝ヨガ】運動不足解消 #68,"このヨガのレッスンでは内面への意識を高めながら、リンパ・血流を促し内側からの美しさを一日の始まりに引き上げていきます。運動不足・ストレス解消が期待できるクラスです。
それではヨガの旅へいってらっしゃい🤗🌙🌙🌙

サブチャンネル🌙🌙🌙
→https://www.youtube.com/channel/UCZh18wWzCBnab6CTiZ3cQWg

🌙チーム頑張らないメンバー登録➡️
https://www.youtube.com/channel/UC52hpFHhactGyQITiGcl81w/join
YouTubeのアプリを通すとページ開けなくなるので、safariかchromeから登録お願いします☺️
登録後はYouTubeアプリから限定動画が視聴できます♫
どうぞよろしくお願いします😌


🍀🍀おすすめのチャンネル🍀🍀
💓sayumiの散歩道
 https://www.youtube.com/channel/UC3YoWRH3VNoFcLPwTk5hCjQ
💓あいもん
https://www.youtube.com/channel/UCIOuCFiv4iIwe3j8rA9E9IA




#ヨガ
#ダイエットヨガ
#リラックスヨガ


レッスン前のチェック😊♪
⭐︎発熱時、風邪など、体調がすぐれない時は練習をお休みしましょう。
⭐︎内臓に働きかけるポーズも多く、お腹いっぱいの時にヨガを行うと内臓に負担がかかります。最低でも、ヨガを行う２時間前には食事を終わらせましょう。空腹時の朝起きてすぐや就寝前はお勧めの時間帯です。
⭐︎飲酒後はヨガは行わないでください
⭐︎服装は体を締め付けない服であれば何でもOKです。色や素材、心地よく感じれるものを選びましょう。
⭐︎生理中は、骨盤が心臓よりも上位にくる逆転のポーズは避けましょう。




WOWYOGA(anriyoga)のコンテンツは治療・診断などの医療行為ではありません。現在、病気や怪我で通院されている方、薬の服用のある方、妊娠中または産後間もない方、心臓疾患、糖尿病、高血圧、てんかん、ヘルニアのある方、持病をお持ちの方は医師に相談のうえ行ってください怪我の治療中や回復間もない方など体に不調を抱えている方は医師や専門家に相談のうえ行ってください。WOWYOGAはヨガを行って生じた問題に対して責任は負いかねます。体調を考慮したうえで自己責任のもと行うようにしてください。",,9445,182.0,15.0,0,有酸素運動,バランス型1,運動不足解消
314,600,uveZX-71OUw,Momomi,2020-07-25T11:53:47Z,UCmxeLqj6FAVVQbJ_k9uE8Hw,【二の腕痩せ】まだ間に合う！！２週間でタプタプの二の腕を引き締める４分間のトレーニング🔥【ダイエット】2 Weeks Toned Arms Workout,"🕊Momomiプロデュースフィットネスウェアブランド
『Leean Tokyo （リーントーキョー）』
WEB：https://leeantokyo.com
Instagram：https://www.instagram.com/leeantokyo_jp/

----------------------------------------

📷 SNS.
Instagram : @momomi__official
https://www.instagram.com/momomi__official/
↑Workout Planも出してます！

Tiktok : @momomi__official
https://www.tiktok.com/@momomi__official


💛 things I use.
➫動画内のヨガマット　https://amzn.to/3iu7cBd

----------------------------------------

🔥 #MomoFit

▽１日４分　腰肉撃退トレーニング！
https://youtu.be/bAKFJNK5AQY

▽１日４分　２週間で華奢な背中と肩を手に入れるトレーニング
https://youtu.be/le-G-jUKWR8

▽１日４分　３週間で小さく丸いお尻を手に入れるトレーニング
https://youtu.be/p5WgXr3jssI

------------------------------------------

♫ music.
Epidemic Sound

💌 business contact.
hello@momomi.work","['ダイエット', '二の腕', '筋トレ', '筋トレ女子', 'workout', 'tonedarm', '二の腕痩せ']",74132415,1173736.0,19699.0,0,有酸素運動,ストレッチ1,食後ダイエット
315,602,6lWPvv1itvg,なるねぇ【笑けるダイエット】,2021-02-11T10:46:55Z,UC9mxzGn_II91_fXV_mQ7klQ,【1日6分】ふくらはぎの筋肉・脂肪削ぎ落とし成功者爆増マッサージ【脚やせ】,"【大人気動画】
👇太ももも痩せて美脚になっちゃう
https://youtu.be/yYltEW6t_kM

👇3ヶ月11kg痩せた1日の食事
https://youtu.be/1c_mTo4AGuA

今日より可愛い明日の自分を一緒に迎えに行こう🔥

Feeling Prettier than ever before.


【SNS】
☀️インスタグラム☀️
→https://www.instagram.com/naru.enjoy_diet/?hl=ja
簡単すぎるダイエット飯や運動まとめてます！

☀️ツイッター☀️
→https://twitter.com/naru_enjoy_diet?s=21
タグ付けか共有してくれたら、いいね👍を連打しにいく！

☀️TikTok☀️
→https://www.tiktok.com/@naru.enjoy_diet?lang=ja-JP
脚やせ情報更新中


💖動画編集:まいまい💖

💖まいまいインスタグラム💖
→https://instagram.com/ma.enjoy_diet?utm_medium=copy_link


😎アップしてスグのコメントは全部返す！！
　通知登録して待っとってね！！
　（スグじゃなくても見てるよ☺️）


【お仕事ご依頼】
naru.enjoy.diet@gmail.com

【なるねぇってダレ】
どーも！福岡が産んだ
イカれたポジティブダイエッターです！

ストレスダイエットで過食嘔吐に。
20kgの増減を経験。
肌は荒れ、髪は抜け、顔はパンパン
マジで人生詰んだ。

イカれたポジティブパワーで
食べるダイエットに成功
3ヶ月で11kg減（57kg→46kg,164cm）

ダイエットで身も心も滅した
なるねぇだからこそ
発信できることがある。

完璧じゃなくていい。
今日より可愛い明日の自分を迎えにいこう。
なるねぇと一緒に。
Feeling Prettier than ever before.

#脚やせ#ふくらはぎ痩せ#ダイエット","['脚やせ', 'ダイエット', '筋肉太り', 'セルライト', 'ふくらはぎ痩せ', 'なるねぇ', '食べて痩せる', 'なぐもふうか']",31270905,533021.0,13868.0,0,有酸素運動,バランス型2,トレーニング/ダイエット/健康維持/体質改善など様々に対応
316,603,EihK14OuD10,なるねぇ【笑けるダイエット】,2021-07-17T10:15:00Z,UC9mxzGn_II91_fXV_mQ7klQ,【即効のお腹痩せ】下腹部の脂肪燃焼で、スキニーがスルスル履ける,"【大人気動画】
👇日本1再生されてるふくらはぎ痩せ
https://youtu.be/6lWPvv1itvg

👇3ヶ月11kg痩せた1日の食事
https://youtu.be/1c_mTo4AGuA

今日より可愛い明日の自分を一緒に迎えに行こう🔥

Feeling Prettier than ever before.


【SNS】
☀️インスタグラム☀️
→https://www.instagram.com/naru.enjoy_diet/?hl=ja
簡単すぎるダイエット飯や運動まとめてます！

☀️ツイッター☀️
→https://twitter.com/naru_enjoy_diet?s=21
タグ付けか共有してくれたら、いいね👍を連打しにいく！

☀️TikTok☀️
→https://www.tiktok.com/@naru.enjoy_diet?lang=ja-JP
脚やせ情報更新中


💖動画編集:まいまい💖

💖まいまいインスタグラム💖
→https://instagram.com/ma.enjoy_diet?utm_medium=copy_link


😎アップしてスグのコメントは全部返す！！
　通知登録して待っとってね！！
　（スグじゃなくても見てるよ☺️）


【お仕事ご依頼】
naru.enjoy.diet@gmail.com

【なるねぇってダレ】
どーも！福岡が産んだ
イカれたポジティブダイエッターです！

ストレスダイエットで過食嘔吐に。
20kgの増減を経験。
肌は荒れ、髪は抜け、顔はパンパン
マジで人生詰んだ。

イカれたポジティブパワーで
食べるダイエットに成功
3ヶ月で11kg減（57kg→46kg,164cm）

ダイエットで身も心も滅した
なるねぇだからこそ
発信できることがある。

完璧じゃなくていい。
今日より可愛い明日の自分を迎えにいこう。
なるねぇと一緒に。
Feeling Prettier than ever before.

#お腹痩せ＃ダイエット＃なるねぇ","['なるねぇ', 'ダイエット', '脚やせ', 'マッサージ', '筋トレ', 'お腹痩せ']",27204192,416659.0,33711.0,0,有酸素運動,バランス型2,トレーニング/ダイエット/健康維持/体質改善など様々に対応
317,604,9UX7XUBMJnc,Marina Takewaki,2020-02-19T10:00:00Z,UCw7HTQv0F4CB9zGRhqosYsg,【地獄の19分】三日坊主でも良い！超きついけど楽しく痩せるダンスで全身脂肪燃焼！【マンションOK飛ばない有酸素運動でダイエット！】StayHome,"これ１本やれば筋肉痛間違いなしのハードメニューです！
筋肉痛になったら次の日は休んでくださいね。
私も最後に「おええええ」ってなりました！
しっかり水分補給しながら楽しんでください！

🏠オリジナル宅トレブランド「MARINESS」を立ち上げました！
∟オフィシャルサイト (https://mariness.jp/)
∟トレーニングマット、サウナスーツ、マッサージウェイトボールを始め様々な宅トレ商品の開発・販売をしています！
∟MARINESS公式インスタグラム (https://instagram.com/mariness_official)
＿＿＿＿＿＿＿＿＿＿＿＿＿＿＿＿＿＿＿＿＿＿＿＿＿
📱無料宅トレプログラム「MARINESS Program」を立ち上げました！
∟オフィシャルサイト (https://program.mariness.jp/)
∟「宅トレを習慣にしたいけれど、なかなか続かない」「宅トレを始めたいけど何から始めたらいいのか分からない」という方のために、目的別、レベル別に様々なプログラムをご用意しています😀
＿＿＿＿＿＿＿＿＿＿＿＿＿＿＿＿＿＿＿＿＿＿＿＿＿
📺他のチャンネルはこちら！
まりなの日常ちゃんねる（サブチャンネル）
∟https://www.youtube.com/channel/UCaWxkxIcCxVpqH5xSaT33GA
Marina Fitness（English Subtitle/英訳）
∟https://www.youtube.com/channel/UC1zigS-QNOvskIwpAuXNMVw
＿＿＿＿＿＿＿＿＿＿＿＿＿＿＿＿＿＿＿＿＿＿＿＿＿
💪部位別・レベル別の再生リスト
脚・お腹・お尻中心トレーニング
∟https://www.youtube.com/watch?v=ygR8sxmBHPc&list=PLnOi7PssxUMvQO3M_xdWv1UZpZn80Zi2D
顔・腕・背中・上半身中心トレーニング
∟https://www.youtube.com/watch?v=MEgbItnDY1I&list=PLnOi7PssxUMtldO-RToqdo0Dkh0MPWMNR
ストレッチ・ヨガ・準備運動・瞑想
∟https://www.youtube.com/watch?v=kg5L2aIMOHg&list=PLnOi7PssxUMshSBKS-u4mvQJmgaQoIcPj
中・上級者向けトレーニング
∟https://www.youtube.com/watch?v=TFnEa0NsO-I&list=PLnOi7PssxUMvsFpBin8pEi4atx6DDmGOs
初心者向けトレーニング
∟https://www.youtube.com/watch?v=KxzZJwmB8qc&list=PLnOi7PssxUMt0Jfm5vJE0PCV_z7qbEVx7
15分以上のトレーニング
∟https://www.youtube.com/watch?v=-cHbHtsebd4&list=PLnOi7PssxUMtpLEPKBlQU6leF4dDHMWwQ
5〜15分トレーニング
∟https://www.youtube.com/watch?v=uOabnZd3qOE&list=PLnOi7PssxUMvRZir6ouIrJjq9yGPCfz29
5分以下のトレーニング
∟https://www.youtube.com/watch?v=3cN0XATgV8U&list=PLnOi7PssxUMsCnW0At_Pa-EGQraudh0Ru
＿＿＿＿＿＿＿＿＿＿＿＿＿＿＿＿＿＿＿＿＿＿＿＿＿
📳SNS
Instagram:
∟ まりな：https://www.instagram.com/takemari1219/
Twitter:
∟ まりな：https://twitter.com/takemari1219
∟ ダーウィン：https://twitter.com/darwin_takewaki
Clubhouse:
∟ まりな：takemari1219
∟ ダーウィン：darwin_takewaki
TikTok
∟まりな：takemari1219
＿＿＿＿＿＿＿＿＿＿＿＿＿＿＿＿＿＿＿＿＿＿＿＿＿
📔書籍「やせるダンス」が発売中！
∟https://www.amazon.co.jp/dp/4046049928/
∟スクワットや足パカなど、宅トレの正しいやり方が１冊で分かる本です！
∟おうちで、とにかく楽しくダイエットしたい方におすすめですー！
＿＿＿＿＿＿＿＿＿＿＿＿＿＿＿＿＿＿＿＿＿＿＿＿＿
🙋🏻‍♀️自己紹介
Marina Takewakiチャンネルへようこそ！
“もっと自分を好きになる！“をモットーに自宅で楽しくできるフィットネスやダイエット料理などの動画を旦那のダーウィンと二人三脚で発信しています！

私たちの大きな夢はズバリ・・・・↓

＿人人人人人人人人人人人人人人人人人＿
＞　宅トレを当たり前の世界にする！　＜
￣Y^Y^Y^Y^Y^Y^Y^Y^Y^Y^Y^Y^Y^Y^Y^Y^Y￣

です！！
宅トレを通して、自分のことをもっと好きになる人が増えてほしいです！
＿＿＿＿＿＿＿＿＿＿＿＿＿＿＿＿＿＿＿＿＿＿＿＿＿
📅お仕事のご依頼はUUUMまでお願いします！
∟https://www.uuum.co.jp/inquiry_promotion
＿＿＿＿＿＿＿＿＿＿＿＿＿＿＿＿＿＿＿＿＿＿＿＿＿
📩ファンレターの宛先
〒107-6228
東京都港区赤坂9-7-1
ミッドタウン・タワー 28階
UUUM株式会社
Marina Takewaki宛
＿＿＿＿＿＿＿＿＿＿＿＿＿＿＿＿＿＿＿＿＿＿＿＿＿
🎵音源提供
Epidemic Sound
∟http://www.epidemicsound.com
DOVA-SYNDROME 
∟https://dova-s.jp/
Star Music
∟https://starmusic.co.jp/music/
※動画によっては使用していない場合があります。
＿＿＿＿＿＿＿＿＿＿＿＿＿＿＿＿＿＿＿＿＿＿＿＿＿
#竹脇まりな #痩せるダンス #ダイエット #宅トレを当たり前の世界にする #もっと自分を好きになる #MARINESS #マリネス #宅トレ  #たけまり #takemari   #筋トレ #ストレッチ #健康 【免責】
Marina Takewakiチャンネルで紹介されるコンテンツ等の効果、有効性、安全性、正確性は全員に適しているとは限りません。また当チャンネルは、動画視聴、製品、サービスの利用による怪我、体調悪化、その他損害に関して一切の責任を負いません。ご心配な方は医療機関にご相談ください。","['アラサー健康ちゃんねる', '痩せるダンス', 'ダイエット', '#家で一緒にやってみよう', 'stayhome']",25604224,160283.0,6720.0,0,有酸素運動,ストレッチ・有酸素運動,簡単ダイエット
318,605,hFltx6mba-Y,Marina Takewaki,2020-07-27T11:00:14Z,UCw7HTQv0F4CB9zGRhqosYsg,【毎日１０分】簡単!!骨盤矯正ストレッチ！股関節を柔らかくして下半身をすっきりさせよう！【ダイエット】,"📔まり友さんと作った初書籍「やせるダンス」がついに予約開始です！
スクワットや足パカなど、宅トレの正しいやり方が１冊で分かる本です！
おうちで、とにかく楽しくダイエットしたい方におすすめですー！
https://www.amazon.co.jp/dp/4046049928/
＿＿＿＿＿＿＿＿＿＿＿＿＿＿＿＿＿＿＿＿＿＿＿＿＿
🏠オリジナル宅トレブランド「MARINESS」を立ち上げました！
∟オフィシャルサイト (https://mariness.jp/)
∟トレーニングマット、サウナスーツ、宅トレウェアを始め様々な宅トレ商品の開発・販売をしています！
∟MARINESS公式インスタグラム (https://instagram.com/mariness_official)
＿＿＿＿＿＿＿＿＿＿＿＿＿＿＿＿＿＿＿＿＿＿＿＿＿
📺他のチャンネルはこちら！
まりなの日常ちゃんねる（サブチャンネル）
∟https://www.youtube.com/channel/UCaWxkxIcCxVpqH5xSaT33GA
Marina Fitness（英語チャンネル）
∟https://www.youtube.com/channel/UC1zigS-QNOvskIwpAuXNMVw
＿＿＿＿＿＿＿＿＿＿＿＿＿＿＿＿＿＿＿＿＿＿＿＿＿
💪部位別・レベル別の再生リスト
脚・お腹・お尻中心トレーニング
∟https://www.youtube.com/watch?v=ygR8sxmBHPc&list=PLnOi7PssxUMvQO3M_xdWv1UZpZn80Zi2D
顔・腕・背中・上半身中心トレーニング
∟https://www.youtube.com/watch?v=MEgbItnDY1I&list=PLnOi7PssxUMtldO-RToqdo0Dkh0MPWMNR
ストレッチ・ヨガ・準備運動・瞑想
∟https://www.youtube.com/watch?v=kg5L2aIMOHg&list=PLnOi7PssxUMshSBKS-u4mvQJmgaQoIcPj
中・上級者向けトレーニング
∟https://www.youtube.com/watch?v=TFnEa0NsO-I&list=PLnOi7PssxUMvsFpBin8pEi4atx6DDmGOs
初心者向けトレーニング
∟https://www.youtube.com/watch?v=KxzZJwmB8qc&list=PLnOi7PssxUMt0Jfm5vJE0PCV_z7qbEVx7
15分以上のトレーニング
∟https://www.youtube.com/watch?v=-cHbHtsebd4&list=PLnOi7PssxUMtpLEPKBlQU6leF4dDHMWwQ
５〜15分トレーニング
∟https://www.youtube.com/watch?v=uOabnZd3qOE&list=PLnOi7PssxUMvRZir6ouIrJjq9yGPCfz29
5分以下のトレーニング
∟https://www.youtube.com/watch?v=3cN0XATgV8U&list=PLnOi7PssxUMsCnW0At_Pa-EGQraudh0Ru
＿＿＿＿＿＿＿＿＿＿＿＿＿＿＿＿＿＿＿＿＿＿＿＿＿
📳SNS
Instagram:
∟ https://www.instagram.com/takemari1219/
Twitter:
∟ https://twitter.com/takemari1219
＿＿＿＿＿＿＿＿＿＿＿＿＿＿＿＿＿＿＿＿＿＿＿＿＿
🙋🏻‍♀️自己紹介
皆のダイエット友達のMarina Takewakiです！
“もっと自分を好きになる！“をモットーに自宅で楽しくできるフィットネスやダイエット料理などの動画を旦那のダーウィンと二人三脚で発信しています！

私たちの大きな夢はズバリ・・・・↓

＿人人人人人人人人人人人人人人人人人＿
＞　宅トレを当たり前の世界にする！　＜
￣Y^Y^Y^Y^Y^Y^Y^Y^Y^Y^Y^Y^Y^Y^Y^Y^Y￣

です！！
宅トレを通して、自分のことをもっと好きになる人が増えてほしいです！
＿＿＿＿＿＿＿＿＿＿＿＿＿＿＿＿＿＿＿＿＿＿＿＿＿
📅お仕事のご依頼はUUUMまでお願いします！
∟https://www.uuum.co.jp/inquiry_promotion
＿＿＿＿＿＿＿＿＿＿＿＿＿＿＿＿＿＿＿＿＿＿＿＿＿
📩ファンレターの宛先
〒107-6228
東京都港区赤坂9-7-1
ミッドタウン・タワー 28階
UUUM株式会社
Marina Takewaki宛
＿＿＿＿＿＿＿＿＿＿＿＿＿＿＿＿＿＿＿＿＿＿＿＿＿
🎵音源提供
Epidemic Sound
∟http://www.epidemicsound.com
DOVA-SYNDROME 
∟https://dova-s.jp/

※動画によっては使用していない場合があります。
＿＿＿＿＿＿＿＿＿＿＿＿＿＿＿＿＿＿＿＿＿＿＿＿＿
#竹脇まりな #痩せるダンス #ダイエット #宅トレを当たり前の世界にする #もっと自分を好きになる #MARINESS #マリネス #宅トレ  #たけまり #takemari   #筋トレ #ストレッチ #健康 【免責】
Marina Takewakiチャンネルで紹介されるコンテンツ等の効果、有効性、安全性、正確性は全員に適しているとは限りません。また当チャンネルは、動画視聴、製品、サービスの利用による怪我、体調悪化、その他損害に関して一切の責任を負いません。ご心配な方は医療機関にご相談ください。",['アラサー健康ちゃんねる'],20786486,124024.0,5337.0,0,有酸素運動,ストレッチ・有酸素運動,簡単ダイエット
